policyholder_id,policyholder_number,full_name,policyholder_type,email,phone,address,city,state,zip_code,date_of_birth,risk_score
PH73095117,PN10220803,Customer 231,Business,user231@example.com,555-6720,162 Oak St,Seattle,TX,79115,1960-09-07,796
PH80820696,PN02835884,Customer 232,Individual,user232@example.com,555-4243,382 Oak St,Miami,CA,77621,2018-03-24,836
PH35912983,PN60050703,Customer 233,Individual,user233@example.com,555-8445,320 Oak St,San Jose,IL,78034,1994-09-23,355
PH71774515,PN46970526,Customer 234,Individual,user234@example.com,555-5325,697 Oak St,Austin,TX,75262,2020-06-26,792
PH65993183,PN20026686,Customer 235,Individual,user235@example.com,555-3415,916 Oak St,Miami,TX,77122,2021-05-14,690
PH60424670,PN54320750,Customer 236,Business,user236@example.com,555-6742,403 Oak St,Chicago,NY,77274,1982-11-11,677
PH13547834,PN36707458,Customer 237,Individual,user237@example.com,555-3423,113 Oak St,Austin,CA,77162,2004-07-05,762
PH39012280,PN54058548,Customer 238,Business,user238@example.com,555-3561,203 Oak St,Austin,FL,75043,1983-06-06,353
PH40340347,PN41785692,Customer 239,Individual,user239@example.com,555-7046,381 Oak St,Dallas,MA,77994,1957-09-13,410
PH11615180,PN98448050,Customer 240,Individual,user240@example.com,555-9685,797 Oak St,Miami,MA,76001,1982-01-25,358
PH84672904,PN12774439,Customer 241,Individual,user241@example.com,555-3548,560 Oak St,Miami,WA,75320,1972-07-11,446
PH90427358,PN93192682,Customer 242,Individual,user242@example.com,555-9800,287 Oak St,San Jose,FL,79778,2022-09-25,813
PH34839812,PN40533673,Customer 243,Individual,user243@example.com,555-2959,314 Oak St,San Jose,WA,76775,1998-04-01,518
PH02265023,PN60632180,Customer 244,Business,user244@example.com,555-5847,624 Oak St,San Jose,MA,79160,1953-10-07,518
PH51492443,PN42356568,Customer 245,Individual,user245@example.com,555-1267,153 Oak St,Boston,WA,76060,2025-12-31,895
PH66156085,PN90689754,Customer 246,Individual,user246@example.com,555-3086,991 Oak St,Dallas,FL,78750,2011-02-17,872
PH70386734,PN87186520,Customer 247,Business,user247@example.com,555-5942,788 Oak St,Boston,TX,79478,1971-10-22,363
PH90930583,PN69789201,Customer 248,Business,user248@example.com,555-9558,439 Oak St,Dallas,WA,76979,1976-07-11,780
PH40492910,PN31607470,Customer 249,Business,user249@example.com,555-5583,242 Oak St,San Jose,MA,75705,1955-11-15,811
PH80714410,PN90854369,Customer 250,Individual,user250@example.com,555-6101,233 Oak St,Dallas,CA,78958,2007-05-13,527
PH03992612,PN02161633,Customer 251,Business,user251@example.com,555-5055,704 Oak St,Dallas,NY,78460,1995-08-18,616
PH25146076,PN32273161,Customer 252,Business,user252@example.com,555-1411,144 Oak St,Seattle,CA,78133,1999-08-24,377
PH42015266,PN25554814,Customer 253,Individual,user253@example.com,555-6176,339 Oak St,Miami,NY,77233,1956-10-01,894
PH49172975,PN01462861,Customer 254,Business,user254@example.com,555-8310,367 Oak St,Boston,IL,76479,1998-10-28,763
PH63293370,PN56539162,Customer 255,Individual,user255@example.com,555-6743,419 Oak St,San Jose,WA,75638,1992-05-06,843
PH38148153,PN83275126,Customer 256,Business,user256@example.com,555-7758,629 Oak St,Chicago,NY,75118,1977-04-28,579
PH75146984,PN06642431,Customer 257,Business,user257@example.com,555-6663,924 Oak St,Austin,IL,77512,2000-04-28,510
PH35233703,PN88127404,Customer 258,Business,user258@example.com,555-8212,581 Oak St,Miami,TX,77443,1970-01-15,831
PH93857362,PN13941353,Customer 259,Individual,user259@example.com,555-3889,180 Oak St,Chicago,FL,78925,1979-02-25,530
PH69343731,PN23628861,Customer 260,Individual,user260@example.com,555-8807,234 Oak St,Austin,TX,78026,2017-08-06,731
PH75471784,PN33140971,Customer 261,Individual,user261@example.com,555-3096,962 Oak St,Chicago,FL,76572,1985-01-29,484
PH96992352,PN35900570,Customer 262,Individual,user262@example.com,555-1069,835 Oak St,Austin,FL,76801,1977-10-13,499
PH06974895,PN13714899,Customer 263,Business,user263@example.com,555-4228,407 Oak St,Seattle,IL,77171,1954-06-18,875
PH05256741,PN03754294,Customer 264,Individual,user264@example.com,555-1321,668 Oak St,Boston,NY,79149,1968-11-18,759
PH40673904,PN91255346,Customer 265,Business,user265@example.com,555-1635,460 Oak St,Boston,FL,79913,1963-12-06,345
PH30886073,PN54891496,Customer 266,Business,user266@example.com,555-9497,169 Oak St,Boston,NY,75999,1950-01-01,687
PH14593301,PN59296592,Customer 267,Business,user267@example.com,555-6135,237 Oak St,San Jose,NY,78432,1952-08-16,775
PH08158656,PN26676028,Customer 268,Business,user268@example.com,555-2814,935 Oak St,San Jose,CA,79400,1999-10-29,775
PH76787981,PN12623397,Customer 269,Business,user269@example.com,555-1625,159 Oak St,San Jose,TX,79377,2016-06-28,414
PH49715306,PN65055047,Customer 270,Individual,user270@example.com,555-9767,549 Oak St,Dallas,WA,78812,1972-01-22,367
PH66031137,PN04542680,Customer 271,Individual,user271@example.com,555-3358,784 Oak St,Austin,FL,78943,1972-08-31,416
PH17441997,PN23873314,Customer 272,Individual,user272@example.com,555-6024,370 Oak St,Boston,IL,79754,1961-11-21,706
PH20030082,PN56607725,Customer 273,Business,user273@example.com,555-2255,294 Oak St,Austin,NY,77823,1950-06-27,616
PH25417956,PN46240787,Customer 274,Individual,user274@example.com,555-1886,806 Oak St,Chicago,CA,79050,2007-10-22,583
PH91122063,PN98473855,Customer 275,Individual,user275@example.com,555-3192,251 Oak St,Seattle,TX,75825,1984-09-16,666
PH68468088,PN79850915,Customer 276,Individual,user276@example.com,555-5522,920 Oak St,Austin,WA,78457,1999-11-03,812
PH10854376,PN89041132,Customer 277,Individual,user277@example.com,555-1967,953 Oak St,San Jose,IL,77604,1963-01-02,859
PH76832703,PN13739830,Customer 278,Business,user278@example.com,555-5375,818 Oak St,San Jose,NY,76028,2001-06-24,704
PH61570115,PN45707640,Customer 279,Business,user279@example.com,555-1575,798 Oak St,Miami,IL,76913,1982-10-04,705
PH80357953,PN34525769,Customer 280,Business,user280@example.com,555-8107,236 Oak St,Chicago,IL,78726,1964-07-23,606
PH73956995,PN99904642,Customer 281,Individual,user281@example.com,555-2268,168 Oak St,Dallas,FL,79321,1978-01-10,436
PH16058294,PN54529430,Customer 282,Business,user282@example.com,555-5267,608 Oak St,Seattle,IL,75068,2003-03-08,800
PH01486659,PN90419302,Customer 283,Business,user283@example.com,555-9377,134 Oak St,Miami,MA,78678,1953-10-05,725
PH66461883,PN76067100,Customer 284,Individual,user284@example.com,555-7708,224 Oak St,Boston,MA,75969,2012-08-31,873
PH70342308,PN27960575,Customer 285,Individual,user285@example.com,555-4719,302 Oak St,Austin,MA,78533,1952-02-05,762
PH12214093,PN26447228,Customer 286,Individual,user286@example.com,555-3235,162 Oak St,Dallas,IL,79861,1963-11-22,325
PH65096656,PN89718275,Customer 287,Business,user287@example.com,555-4215,338 Oak St,Chicago,MA,78893,1967-11-27,747
PH32994865,PN58748317,Customer 288,Individual,user288@example.com,555-1764,167 Oak St,San Jose,CA,75035,1963-04-24,423
PH91044785,PN28169478,Customer 289,Business,user289@example.com,555-6921,548 Oak St,San Jose,NY,75243,1997-06-08,520
PH91697818,PN41918115,Customer 290,Individual,user290@example.com,555-3298,922 Oak St,San Jose,TX,79382,1962-04-27,383
PH56934283,PN20993391,Customer 291,Business,user291@example.com,555-2338,303 Oak St,Miami,NY,76522,1974-01-14,547
PH43430290,PN61932136,Customer 292,Business,user292@example.com,555-3317,647 Oak St,Dallas,MA,75837,2008-10-23,559
PH35316761,PN79399566,Customer 293,Individual,user293@example.com,555-3351,965 Oak St,Miami,FL,76825,1990-01-10,310
PH73432271,PN19853430,Customer 294,Individual,user294@example.com,555-8313,418 Oak St,Seattle,WA,76699,1972-08-06,860
PH80030944,PN87531467,Customer 295,Business,user295@example.com,555-1215,722 Oak St,Austin,NY,76480,1972-02-16,821
PH53650579,PN11824733,Customer 296,Individual,user296@example.com,555-4937,434 Oak St,Chicago,WA,75956,2011-01-05,702
PH04471701,PN11368342,Customer 297,Business,user297@example.com,555-4472,976 Oak St,Boston,IL,75753,1970-11-12,381
PH34906979,PN36618972,Customer 298,Individual,user298@example.com,555-9450,522 Oak St,Dallas,NY,76074,1982-02-06,591
PH25632965,PN75316426,Customer 299,Individual,user299@example.com,555-3522,497 Oak St,Boston,IL,78250,2001-04-09,749
PH23976579,PN33787788,Customer 300,Individual,user300@example.com,555-1736,556 Oak St,San Jose,FL,75963,1975-10-19,827
PH17424817,PN18928555,Customer 301,Business,user301@example.com,555-2773,697 Oak St,San Jose,IL,78504,1998-02-09,433
PH24774021,PN36819000,Customer 302,Individual,user302@example.com,555-8458,525 Oak St,Boston,CA,75087,2021-05-16,499
PH27287788,PN51828381,Customer 303,Individual,user303@example.com,555-3083,411 Oak St,Seattle,MA,75207,2005-02-24,497
PH45707922,PN49718261,Customer 304,Business,user304@example.com,555-4387,748 Oak St,Dallas,MA,79394,1950-12-13,513
PH02715483,PN79574694,Customer 305,Business,user305@example.com,555-6144,626 Oak St,Seattle,MA,77607,2001-08-18,889
PH83415068,PN67096167,Customer 306,Business,user306@example.com,555-6707,772 Oak St,Chicago,WA,76593,1987-09-23,647
PH76353562,PN17120757,Customer 307,Business,user307@example.com,555-5593,286 Oak St,Seattle,IL,76310,1974-09-06,462
PH78469825,PN38631443,Customer 308,Business,user308@example.com,555-1217,228 Oak St,Miami,MA,76113,2023-11-21,411
PH13999432,PN27238178,Customer 309,Business,user309@example.com,555-1071,921 Oak St,Miami,IL,75264,2020-04-26,833
PH13073154,PN71579944,Customer 310,Individual,user310@example.com,555-2279,937 Oak St,Miami,TX,76715,2016-12-11,883
PH90404823,PN05727561,Customer 311,Individual,user311@example.com,555-1294,261 Oak St,Boston,NY,79694,2025-05-20,822
PH34646799,PN02049154,Customer 312,Business,user312@example.com,555-8901,198 Oak St,Austin,MA,78632,2015-08-04,520
PH92668021,PN63281328,Customer 313,Business,user313@example.com,555-8924,297 Oak St,Dallas,FL,77939,1959-05-07,690
PH66204419,PN17310486,Customer 314,Individual,user314@example.com,555-6307,334 Oak St,San Jose,WA,75927,1952-10-29,485
PH10054537,PN40444110,Customer 315,Individual,user315@example.com,555-2865,143 Oak St,Boston,WA,78127,2023-05-21,464
PH79843700,PN82715202,Customer 316,Individual,user316@example.com,555-2210,785 Oak St,Seattle,IL,77079,1960-11-06,709
PH23948234,PN20452612,Customer 317,Individual,user317@example.com,555-2826,766 Oak St,Dallas,MA,75314,1986-04-01,749
PH30149863,PN08937810,Customer 318,Business,user318@example.com,555-3150,916 Oak St,San Jose,FL,75675,1956-11-03,419
PH80448162,PN55902733,Customer 319,Business,user319@example.com,555-2897,584 Oak St,Dallas,TX,77324,1976-10-17,777
PH09675355,PN03625980,Customer 320,Business,user320@example.com,555-8033,578 Oak St,Chicago,CA,78634,1977-09-20,607
PH74053084,PN11740015,Customer 321,Business,user321@example.com,555-7290,874 Oak St,Miami,WA,79446,1996-03-09,602
PH10190250,PN46145418,Customer 322,Business,user322@example.com,555-8157,329 Oak St,Chicago,TX,78925,1951-11-05,731
PH10932058,PN31792526,Customer 323,Individual,user323@example.com,555-6830,830 Oak St,Miami,NY,75872,1978-10-30,580
PH42014460,PN02464704,Customer 324,Individual,user324@example.com,555-5865,942 Oak St,Chicago,TX,75035,1981-02-23,358
PH79537174,PN73017708,Customer 325,Individual,user325@example.com,555-9350,658 Oak St,Austin,FL,78394,2025-10-28,838
PH35959283,PN27515781,Customer 326,Individual,user326@example.com,555-9359,940 Oak St,Boston,CA,76878,2016-10-23,572
PH53403628,PN90554679,Customer 327,Business,user327@example.com,555-1444,508 Oak St,Seattle,TX,75221,1966-04-28,533
PH51179787,PN81680394,Customer 328,Individual,user328@example.com,555-7447,694 Oak St,Miami,IL,75504,2025-05-30,481
PH72974394,PN39722870,Customer 329,Business,user329@example.com,555-9782,309 Oak St,Miami,IL,76580,1970-04-23,879
PH73389442,PN57576132,Customer 330,Individual,user330@example.com,555-2482,114 Oak St,Miami,FL,75196,1965-05-31,433
PH93971063,PN75277240,Customer 331,Individual,user331@example.com,555-8730,737 Oak St,Seattle,WA,78172,1986-04-17,830
PH77634293,PN67956526,Customer 332,Business,user332@example.com,555-4745,422 Oak St,Miami,NY,79986,1999-06-10,328
PH83614168,PN53012743,Customer 333,Individual,user333@example.com,555-4538,200 Oak St,San Jose,WA,77661,2025-04-04,456
PH62556568,PN50379259,Customer 334,Individual,user334@example.com,555-1934,809 Oak St,Austin,TX,77115,2002-03-23,451
PH22799670,PN35908806,Customer 335,Business,user335@example.com,555-7055,557 Oak St,Boston,TX,76826,1983-10-28,869
PH96537351,PN43560709,Customer 336,Individual,user336@example.com,555-2018,781 Oak St,Dallas,TX,79167,1967-06-21,872
PH40759732,PN62092666,Customer 337,Individual,user337@example.com,555-7870,373 Oak St,Boston,FL,77612,1962-10-14,646
PH11488774,PN94605702,Customer 338,Business,user338@example.com,555-8621,579 Oak St,Boston,WA,76374,2001-05-01,334
PH91208090,PN78498692,Customer 339,Business,user339@example.com,555-7945,215 Oak St,San Jose,NY,77857,1962-05-16,349
PH81263915,PN76472896,Customer 340,Business,user340@example.com,555-5565,387 Oak St,Dallas,CA,77579,1991-09-21,697
PH37629749,PN28179905,Customer 341,Business,user341@example.com,555-9534,818 Oak St,Boston,WA,75380,2000-10-26,631
PH89760831,PN53954002,Customer 342,Business,user342@example.com,555-6284,799 Oak St,Austin,WA,75394,1973-07-01,557
PH75341955,PN11311431,Customer 343,Individual,user343@example.com,555-9226,320 Oak St,Dallas,FL,78340,2024-12-03,513
PH53732332,PN64817772,Customer 344,Business,user344@example.com,555-8227,895 Oak St,Chicago,TX,75944,2012-06-01,717
PH48944488,PN50620182,Customer 345,Individual,user345@example.com,555-6960,233 Oak St,Dallas,WA,75952,1956-11-30,422
PH74609254,PN76835807,Customer 346,Business,user346@example.com,555-4506,322 Oak St,Boston,WA,77660,1970-08-16,329
PH23015921,PN48108703,Customer 347,Individual,user347@example.com,555-6615,112 Oak St,San Jose,MA,78262,1999-02-20,554
PH97830164,PN44627065,Customer 348,Individual,user348@example.com,555-5098,462 Oak St,Boston,FL,75116,1955-06-06,413
PH58120499,PN20759644,Customer 349,Business,user349@example.com,555-4455,198 Oak St,Austin,CA,79756,1968-06-14,521
PH49058016,PN83188757,Customer 350,Business,user350@example.com,555-1020,591 Oak St,Boston,TX,79578,1983-12-05,734
PH21596466,PN47852564,Customer 351,Individual,user351@example.com,555-5195,598 Oak St,Austin,TX,75474,1950-03-27,734
PH60335119,PN43272466,Customer 352,Individual,user352@example.com,555-8495,318 Oak St,Chicago,MA,77153,2010-01-24,332
PH47043852,PN92014392,Customer 353,Business,user353@example.com,555-8379,613 Oak St,San Jose,TX,76791,1997-12-17,877
PH28321924,PN29091917,Customer 354,Individual,user354@example.com,555-9333,608 Oak St,Boston,NY,76109,1986-08-07,521
PH28119254,PN25350915,Customer 355,Individual,user355@example.com,555-1491,737 Oak St,Miami,MA,77134,1986-02-09,702
PH08662986,PN93063939,Customer 356,Individual,user356@example.com,555-1354,445 Oak St,Chicago,MA,78222,1976-02-07,341
PH69062211,PN98545630,Customer 357,Individual,user357@example.com,555-5951,454 Oak St,Miami,NY,78540,1957-12-06,897
PH70663258,PN29281248,Customer 358,Individual,user358@example.com,555-7322,880 Oak St,San Jose,NY,76491,2022-10-08,347
PH48826508,PN36867012,Customer 359,Business,user359@example.com,555-3636,255 Oak St,San Jose,FL,78527,2007-03-14,481
PH83754558,PN13796575,Customer 360,Individual,user360@example.com,555-5706,564 Oak St,Chicago,MA,75931,1975-10-22,464
PH44507226,PN02859712,Customer 361,Individual,user361@example.com,555-3690,444 Oak St,San Jose,WA,77531,1964-02-24,395
PH12700012,PN10694568,Customer 362,Individual,user362@example.com,555-2231,873 Oak St,San Jose,MA,77150,1993-04-25,646
PH06365568,PN05942888,Customer 363,Individual,user363@example.com,555-3502,724 Oak St,Boston,IL,75510,1964-04-27,404
PH74029383,PN14151393,Customer 364,Business,user364@example.com,555-4061,522 Oak St,San Jose,IL,76729,1975-03-02,791
PH05829779,PN22931419,Customer 365,Individual,user365@example.com,555-9967,945 Oak St,San Jose,IL,77419,1990-12-25,859
PH88831146,PN88934755,Customer 366,Business,user366@example.com,555-3645,387 Oak St,Austin,MA,76682,1998-04-12,342
PH98766785,PN84213058,Customer 367,Individual,user367@example.com,555-9417,927 Oak St,Boston,FL,79329,1981-11-12,725
PH29704460,PN44374749,Customer 368,Business,user368@example.com,555-3475,879 Oak St,Boston,IL,77417,2001-09-18,870
PH95186620,PN15179894,Customer 369,Business,user369@example.com,555-7556,377 Oak St,San Jose,IL,78627,1979-10-21,610
PH56021081,PN19193722,Customer 370,Individual,user370@example.com,555-5497,876 Oak St,Boston,MA,79639,2023-07-26,404
PH41118998,PN13705961,Customer 371,Individual,user371@example.com,555-8023,877 Oak St,Boston,TX,79022,1968-04-19,463
PH58243172,PN39309188,Customer 372,Individual,user372@example.com,555-9964,277 Oak St,Miami,WA,79094,2012-09-20,643
PH42914242,PN93532915,Customer 373,Individual,user373@example.com,555-6345,765 Oak St,Austin,CA,75071,1951-05-04,620
PH34113026,PN32897277,Customer 374,Business,user374@example.com,555-6247,888 Oak St,Boston,CA,75166,1968-11-06,696
PH57555391,PN50425088,Customer 375,Business,user375@example.com,555-7136,609 Oak St,Austin,IL,76466,1997-04-07,541
PH58572500,PN37832492,Customer 376,Business,user376@example.com,555-4703,261 Oak St,Boston,NY,76977,1984-01-19,512
PH61585412,PN61065225,Customer 377,Individual,user377@example.com,555-5887,457 Oak St,Dallas,NY,79207,1971-09-03,613
PH29950773,PN55386925,Customer 378,Business,user378@example.com,555-7208,809 Oak St,Seattle,FL,78815,1966-12-26,652
PH93941919,PN54582592,Customer 379,Business,user379@example.com,555-1859,260 Oak St,Dallas,WA,79007,1989-11-14,746
PH16280030,PN70068550,Customer 380,Individual,user380@example.com,555-3312,239 Oak St,Austin,IL,77319,1960-11-24,789
PH07214012,PN54517840,Customer 381,Business,user381@example.com,555-6502,655 Oak St,San Jose,FL,77577,1993-04-26,554
PH31164841,PN64531073,Customer 382,Individual,user382@example.com,555-7553,424 Oak St,San Jose,FL,76937,1993-05-19,818
PH41811725,PN15790719,Customer 383,Individual,user383@example.com,555-1243,201 Oak St,San Jose,MA,79649,1951-08-11,596
PH82845197,PN18975351,Customer 384,Business,user384@example.com,555-4170,697 Oak St,Boston,CA,79827,1971-07-08,891
PH53781599,PN69347863,Customer 385,Individual,user385@example.com,555-7954,955 Oak St,Seattle,FL,76181,2021-05-03,748
PH65919018,PN00298603,Customer 386,Individual,user386@example.com,555-6790,774 Oak St,Boston,FL,77970,1966-07-24,578
PH49688626,PN34574669,Customer 387,Business,user387@example.com,555-5717,624 Oak St,Seattle,CA,79958,1980-08-17,307
